BatterName,OverNo,Dot,1,2,3,4,5,6,Wickets,TotalBalls
RV Patel,4,0,0,0,0,0,0,0,0,0
RV Patel,5,0,0,0,0,0,0,0,0,0
RV Patel,6,0,0,0,0,0,0,0,0,0
RV Patel,7,0,0,0,0,0,0,0,0,0
RV Patel,8,0,1,0,0,0,0,0,0,1
RV Patel,9,5,2,0,0,0,0,1,1,9
RV Patel,10,3,1,0,0,2,0,0,0,6
RV Patel,11,3,1,1,0,0,0,0,0,5
RV Patel,12,2,0,0,1,0,0,0,1,4
RV Patel,13,0,0,0,0,0,0,0,0,0
RV Patel,14,0,0,0,0,0,0,0,0,0
RV Patel,15,0,0,0,0,0,0,0,0,0
RV Patel,16,0,0,0,0,0,0,0,0,0
RV Patel,17,0,1,0,0,0,0,0,0,1
RV Patel,18,5,1,0,0,0,0,0,0,6
RV Patel,19,0,1,0,0,1,0,0,0,2
A Nortje,1,0,0,0,0,0,0,0,0,0
A Nortje,2,0,0,0,0,0,0,0,0,0
A Nortje,3,0,0,0,0,0,0,0,0,0
A Nortje,4,0,0,0,0,0,0,0,0,0
A Nortje,5,0,0,0,0,0,0,0,0,0
A Nortje,6,0,0,0,0,0,0,0,0,0
A Nortje,7,0,0,0,0,0,0,0,0,0
A Nortje,8,0,0,0,0,0,0,0,0,0
A Nortje,9,0,0,0,0,0,0,0,0,0
A Nortje,10,0,0,0,0,0,0,0,0,0
A Nortje,11,0,0,0,0,0,0,0,0,0
A Nortje,12,0,0,0,0,0,0,0,0,0
A Nortje,13,0,0,0,0,0,0,0,0,0
A Nortje,14,0,0,0,0,0,0,0,0,0
A Nortje,15,3,1,0,0,0,0,0,0,4
A Nortje,16,3,0,0,0,0,0,0,0,3
A Nortje,17,0,0,0,0,0,0,0,0,0
A Nortje,18,2,1,0,0,0,0,0,1,4
A Nortje,19,1,0,0,2,0,0,0,0,3
KK Ahmed,1,0,0,0,0,0,0,0,0,0
KK Ahmed,2,0,0,0,0,0,0,0,0,0
KK Ahmed,3,0,0,0,0,0,0,0,0,0
KK Ahmed,4,0,0,0,0,0,0,0,0,0
KK Ahmed,5,0,0,0,0,0,0,0,0,0
KK Ahmed,6,0,0,0,0,0,0,0,0,0
KK Ahmed,7,0,0,0,0,0,0,0,0,0
KK Ahmed,8,0,0,0,0,0,0,0,0,0
KK Ahmed,9,0,0,0,0,0,0,0,0,0
KK Ahmed,10,0,0,0,0,0,0,0,0,0
KK Ahmed,11,0,0,0,0,0,0,0,0,0
KK Ahmed,12,0,0,0,0,0,0,0,0,0
KK Ahmed,13,0,0,0,0,0,0,0,0,0
KK Ahmed,14,0,0,0,0,0,0,0,0,0
KK Ahmed,15,0,0,0,0,0,0,0,0,0
KK Ahmed,16,0,0,0,0,0,0,0,0,0
KK Ahmed,17,2,0,0,0,0,0,0,2,4
KK Ahmed,18,1,0,0,0,0,0,0,1,2
KK Ahmed,19,3,1,0,0,0,0,0,2,6
Kartik Tyagi,1,0,0,0,0,0,0,0,0,0
Kartik Tyagi,2,0,0,0,0,0,0,0,0,0
Kartik Tyagi,3,0,0,0,0,0,0,0,0,0
Kartik Tyagi,4,0,0,0,0,0,0,0,0,0
Kartik Tyagi,5,0,0,0,0,0,0,0,0,0
Kartik Tyagi,6,0,0,0,0,0,0,0,0,0
Kartik Tyagi,7,0,0,0,0,0,0,0,0,0
Kartik Tyagi,8,0,0,0,0,0,0,0,0,0
Kartik Tyagi,9,0,0,0,0,0,0,0,0,0
Kartik Tyagi,10,0,0,0,0,0,0,0,0,0
Kartik Tyagi,11,0,0,0,0,0,0,0,0,0
Kartik Tyagi,12,0,0,0,0,0,0,0,0,0
Kartik Tyagi,13,0,0,0,0,0,0,0,0,0
Kartik Tyagi,14,0,0,0,0,0,0,0,0,0
Kartik Tyagi,15,1,0,0,0,0,0,0,1,2
Kartik Tyagi,16,0,0,0,0,0,0,0,0,0
Kartik Tyagi,17,2,2,0,0,0,0,0,0,4
Kartik Tyagi,18,1,2,1,0,1,0,0,1,6
Kartik Tyagi,19,3,3,0,0,0,0,0,2,8
Fazalhaq Farooqi,1,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,2,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,3,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,4,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,5,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,6,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,7,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,8,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,9,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,10,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,11,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,12,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,13,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,14,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,15,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,16,2,0,0,0,0,0,0,0,2
Fazalhaq Farooqi,17,3,1,0,0,0,0,0,0,4
Fazalhaq Farooqi,18,1,1,0,0,0,0,0,0,2
B Indrajith,1,4,1,0,0,1,0,0,0,6
B Indrajith,2,1,1,1,0,0,0,0,0,3
B Indrajith,3,0,0,0,0,0,0,0,0,0
B Indrajith,4,1,2,0,0,0,0,0,0,3
B Indrajith,5,3,1,1,0,1,0,0,1,7
B Indrajith,6,0,2,0,0,0,0,0,0,2
B Indrajith,7,1,0,0,0,0,0,0,1,2
AJ Finch,1,98,31,12,2,29,0,6,6,184
AJ Finch,2,72,37,5,0,16,0,8,8,146
AJ Finch,3,65,33,5,1,21,0,1,9,135
AJ Finch,4,51,25,9,0,17,0,4,6,112
AJ Finch,5,60,31,1,0,15,0,3,5,115
AJ Finch,6,47,34,10,0,15,0,2,6,114
AJ Finch,7,29,39,9,0,13,0,6,1,97
AJ Finch,8,49,39,3,1,12,0,6,4,114
AJ Finch,9,27,45,2,0,4,0,8,3,89
AJ Finch,10,28,31,8,0,7,0,6,4,84
AJ Finch,11,19,33,1,0,3,0,1,4,61
AJ Finch,12,13,20,3,0,6,0,3,4,49
AJ Finch,13,16,25,2,0,5,0,4,1,53
AJ Finch,14,14,24,4,0,7,0,3,3,55
AJ Finch,15,18,19,8,0,5,0,4,2,56
AJ Finch,16,19,18,6,0,5,0,1,3,52
AJ Finch,17,14,12,5,0,8,0,6,3,48
AJ Finch,18,9,7,0,0,2,0,1,6,25
AJ Finch,19,2,6,5,0,2,0,2,0,17
AS Roy,1,0,0,0,0,0,0,0,0,0
AS Roy,2,0,0,0,0,0,0,0,0,0
AS Roy,3,0,0,0,0,0,0,0,0,0
AS Roy,4,0,0,0,0,0,0,0,0,0
AS Roy,5,0,0,0,0,0,0,0,0,0
AS Roy,6,0,0,0,0,0,0,0,0,0
AS Roy,7,0,0,0,0,0,0,0,0,0
AS Roy,8,0,0,0,0,0,0,0,0,0
AS Roy,9,0,0,0,0,0,0,0,0,0
AS Roy,10,0,0,0,0,0,0,0,0,0
AS Roy,11,0,0,0,0,0,0,0,0,0
AS Roy,12,2,0,0,0,0,0,0,1,3
Shivam Mavi,1,0,0,0,0,0,0,0,0,0
Shivam Mavi,2,0,0,0,0,0,0,0,0,0
Shivam Mavi,3,0,0,0,0,0,0,0,0,0
Shivam Mavi,4,0,0,0,0,0,0,0,0,0
Shivam Mavi,5,0,0,0,0,0,0,0,0,0
Shivam Mavi,6,0,0,0,0,0,0,0,0,0
Shivam Mavi,7,0,0,0,0,0,0,0,0,0
Shivam Mavi,8,0,0,0,0,0,0,0,0,0
Shivam Mavi,9,0,0,0,0,0,0,0,0,0
Shivam Mavi,10,0,0,0,0,0,0,0,0,0
Shivam Mavi,11,0,0,0,0,0,0,0,0,0
Shivam Mavi,12,1,1,0,0,0,0,0,0,2
Shivam Mavi,13,2,1,0,0,0,0,0,0,3
Shivam Mavi,14,0,1,0,0,0,0,0,0,1
Shivam Mavi,15,4,0,0,0,0,0,0,2,6
Shivam Mavi,16,3,1,0,0,1,0,0,1,6
Shivam Mavi,17,1,2,1,0,1,0,2,0,7
Shivam Mavi,18,6,7,0,0,1,0,0,0,14
Shivam Mavi,19,15,4,2,0,1,0,0,6,28
Harshit Rana,1,0,0,0,0,0,0,0,0,0
Harshit Rana,2,0,0,0,0,0,0,0,0,0
Harshit Rana,3,0,0,0,0,0,0,0,0,0
Harshit Rana,4,0,0,0,0,0,0,0,0,0
Harshit Rana,5,0,0,0,0,0,0,0,0,0
Harshit Rana,6,0,0,0,0,0,0,0,0,0
Harshit Rana,7,0,0,0,0,0,0,0,0,0
Harshit Rana,8,0,0,0,0,0,0,0,0,0
Harshit Rana,9,0,0,0,0,0,0,0,0,0
Harshit Rana,10,0,0,0,0,0,0,0,0,0
Harshit Rana,11,0,0,0,0,0,0,0,0,0
Harshit Rana,12,0,0,0,0,0,0,0,0,0
Harshit Rana,13,0,0,0,0,0,0,0,0,0
Harshit Rana,14,0,0,1,0,0,0,0,1,2
Harshit Rana,15,0,0,0,0,0,0,0,0,0
Harshit Rana,16,0,0,0,0,0,0,0,0,0
Harshit Rana,17,0,0,0,0,0,0,0,0,0
Harshit Rana,18,0,0,0,0,0,0,0,0,0
Harshit Rana,19,1,0,0,0,0,0,0,0,1
SA Yadav,1,27,12,0,0,7,0,2,0,48
SA Yadav,2,33,20,2,1,25,0,5,1,87
SA Yadav,3,49,27,4,0,14,0,2,3,99
SA Yadav,4,52,27,1,1,24,0,4,1,110
SA Yadav,5,60,36,4,2,24,0,8,6,140
SA Yadav,6,42,60,5,1,15,0,1,3,127
SA Yadav,7,37,69,15,0,17,0,4,2,144
SA Yadav,8,31,76,5,0,13,0,4,4,133
SA Yadav,9,50,72,8,0,11,0,8,6,155
SA Yadav,10,57,58,6,0,13,0,2,8,144
SA Yadav,11,45,46,9,0,13,0,2,7,122
SA Yadav,12,37,44,9,0,16,0,6,6,118
SA Yadav,13,27,50,4,0,8,0,3,4,96
SA Yadav,14,30,46,8,1,16,0,6,5,112
SA Yadav,15,30,39,10,0,13,0,3,9,104
SA Yadav,16,21,30,4,0,12,0,11,4,82
SA Yadav,17,26,22,3,0,10,0,6,9,76
SA Yadav,18,21,12,6,0,12,0,5,5,61
SA Yadav,19,13,11,2,0,10,0,1,2,39
B Sai Sudharsan,1,0,0,0,0,0,0,0,0,0
B Sai Sudharsan,2,1,1,0,0,0,0,0,0,2
B Sai Sudharsan,3,1,2,0,0,1,0,0,0,4
B Sai Sudharsan,4,7,4,1,0,1,0,0,0,13
B Sai Sudharsan,5,3,3,0,0,2,0,0,1,9
B Sai Sudharsan,6,1,3,0,0,0,0,1,0,5
B Sai Sudharsan,7,2,3,2,0,0,0,0,0,7
B Sai Sudharsan,8,1,4,0,0,0,0,0,0,5
B Sai Sudharsan,9,5,4,2,0,2,0,0,0,13
B Sai Sudharsan,10,2,6,0,0,0,0,0,0,8
B Sai Sudharsan,11,3,4,0,0,2,0,0,0,9
B Sai Sudharsan,12,2,4,1,0,1,0,0,1,9
B Sai Sudharsan,13,3,4,0,0,3,0,0,0,10
B Sai Sudharsan,14,3,5,0,0,0,0,0,1,9
B Sai Sudharsan,15,3,3,1,0,1,0,1,1,10
B Sai Sudharsan,16,0,0,0,0,0,0,0,0,0
B Sai Sudharsan,17,0,1,1,0,0,0,1,0,3
B Sai Sudharsan,18,1,0,0,0,0,0,0,0,1
B Sai Sudharsan,19,1,2,1,0,1,0,0,0,5
Mandeep Singh,1,56,22,3,0,15,0,3,8,107
Mandeep Singh,2,52,21,8,1,22,0,1,2,107
Mandeep Singh,3,41,29,5,0,15,0,0,4,94
Mandeep Singh,4,35,25,4,0,11,0,2,6,83
Mandeep Singh,5,45,21,6,0,13,1,1,7,94
Mandeep Singh,6,20,27,5,1,9,0,0,2,64
Mandeep Singh,7,25,31,5,0,1,0,3,3,68
Mandeep Singh,8,29,34,8,0,7,0,1,4,83
Mandeep Singh,9,25,25,9,0,7,0,5,5,76
Mandeep Singh,10,11,30,5,0,4,0,2,3,55
Mandeep Singh,11,24,28,3,0,3,0,0,6,64
Mandeep Singh,12,17,21,3,0,8,0,0,1,50
Mandeep Singh,13,14,33,7,0,3,0,1,2,60
Mandeep Singh,14,20,31,5,0,8,0,3,0,67
Mandeep Singh,15,21,36,5,0,8,0,1,5,76
Mandeep Singh,16,14,38,5,0,5,0,6,4,72
Mandeep Singh,17,20,24,9,0,7,0,1,6,67
Mandeep Singh,18,11,20,7,1,4,0,3,7,53
Mandeep Singh,19,7,8,7,1,8,0,3,3,37
SA Abbott,1,0,0,0,0,0,0,0,0,0
SA Abbott,2,0,0,0,0,0,0,0,0,0
SA Abbott,3,0,0,0,0,0,0,0,0,0
SA Abbott,4,0,0,0,0,0,0,0,0,0
SA Abbott,5,0,0,0,0,0,0,0,0,0
SA Abbott,6,0,0,0,0,0,0,0,0,0
SA Abbott,7,0,0,0,0,0,0,0,0,0
SA Abbott,8,0,0,0,0,0,0,0,0,0
SA Abbott,9,0,0,0,0,0,0,0,0,0
SA Abbott,10,0,0,0,0,0,0,0,0,0
SA Abbott,11,0,0,0,0,0,0,0,0,0
SA Abbott,12,0,0,0,0,0,0,0,0,0
SA Abbott,13,0,0,0,0,0,0,0,0,0
SA Abbott,14,3,0,0,0,0,0,0,0,3
SA Abbott,15,2,2,0,0,0,0,0,0,4
SA Abbott,16,2,2,0,0,0,0,1,1,6
SA Abbott,17,2,0,1,0,1,0,1,0,5
SA Abbott,18,1,0,0,0,0,0,0,1,2
S Gopal,1,0,0,0,0,0,0,0,0,0
S Gopal,2,0,0,0,0,0,0,0,0,0
S Gopal,3,0,0,0,0,0,0,0,0,0
S Gopal,4,4,0,0,0,0,0,0,0,4
S Gopal,5,0,0,0,0,0,0,0,0,0
S Gopal,6,0,3,0,0,0,0,0,0,3
S Gopal,7,5,2,1,0,0,0,0,0,8
S Gopal,8,3,3,0,0,0,0,0,0,6
S Gopal,9,4,2,0,0,0,0,0,0,6
S Gopal,10,4,4,0,0,0,0,0,1,9
S Gopal,11,4,2,0,0,0,0,0,1,7
S Gopal,12,3,3,0,0,0,0,0,0,6
S Gopal,13,3,3,1,0,1,0,0,1,9
S Gopal,14,4,3,0,0,3,0,0,0,10
S Gopal,15,6,8,2,0,1,0,0,3,20
S Gopal,16,5,10,2,0,3,0,0,0,20
S Gopal,17,7,8,1,0,2,0,0,1,19
S Gopal,18,7,10,2,0,6,0,0,3,28
S Gopal,19,12,9,2,0,3,0,2,3,31
RA Jadeja,1,1,0,0,0,0,0,0,0,1
RA Jadeja,2,1,1,1,0,0,0,0,0,3
RA Jadeja,3,8,3,1,0,3,0,0,0,15
RA Jadeja,4,8,3,0,0,1,0,1,0,13
RA Jadeja,5,9,3,0,0,4,0,0,2,18
RA Jadeja,6,24,15,5,0,0,0,0,2,46
RA Jadeja,7,25,21,2,1,5,0,1,1,56
RA Jadeja,8,36,32,3,0,4,0,1,2,78
RA Jadeja,9,37,42,9,1,2,0,2,1,94
RA Jadeja,10,46,37,14,0,8,0,3,4,112
RA Jadeja,11,50,54,9,0,12,0,2,5,132
RA Jadeja,12,68,57,9,0,11,0,2,4,151
RA Jadeja,13,63,75,18,1,17,0,10,2,186
RA Jadeja,14,57,95,21,0,12,0,8,9,202
RA Jadeja,15,82,86,18,0,17,0,5,13,221
RA Jadeja,16,82,93,19,0,26,0,4,7,231
RA Jadeja,17,52,101,16,0,16,0,11,17,213
RA Jadeja,18,51,80,17,1,31,0,14,16,210
RA Jadeja,19,34,59,19,1,13,0,26,15,167
D Pretorius,1,0,0,0,0,0,0,0,0,0
D Pretorius,2,0,0,0,0,0,0,0,0,0
D Pretorius,3,0,0,0,0,0,0,0,0,0
D Pretorius,4,0,0,0,0,0,0,0,0,0
D Pretorius,5,0,0,0,0,0,0,0,0,0
D Pretorius,6,0,0,0,0,0,0,0,0,0
D Pretorius,7,0,0,0,0,0,0,0,0,0
D Pretorius,8,0,0,0,0,0,0,0,0,0
D Pretorius,9,0,0,0,0,0,0,0,0,0
D Pretorius,10,0,0,0,0,0,0,0,0,0
D Pretorius,11,0,0,0,0,0,0,0,0,0
D Pretorius,12,0,0,0,0,0,0,0,0,0
D Pretorius,13,0,0,0,0,0,0,0,0,0
D Pretorius,14,0,0,0,0,0,0,0,0,0
D Pretorius,15,3,0,2,0,0,0,1,1,7
D Pretorius,16,1,2,0,0,0,0,0,0,3
D Pretorius,17,2,3,0,0,0,0,1,0,6
D Pretorius,18,1,4,0,0,3,0,0,0,8
D Pretorius,19,3,1,0,0,0,0,1,3,8
PJ Sangwan,1,0,0,0,0,0,0,0,0,0
PJ Sangwan,2,0,0,0,0,0,0,0,0,0
PJ Sangwan,3,0,0,0,0,0,0,0,0,0
PJ Sangwan,4,0,0,0,0,0,0,0,0,0
PJ Sangwan,5,0,0,0,0,0,0,0,0,0
PJ Sangwan,6,0,0,0,0,0,0,0,0,0
PJ Sangwan,7,0,0,0,0,0,0,0,0,0
PJ Sangwan,8,0,0,0,0,0,0,0,0,0
PJ Sangwan,9,0,0,0,0,0,0,0,0,0
PJ Sangwan,10,0,0,0,0,0,0,0,0,0
PJ Sangwan,11,4,1,0,0,0,0,0,0,5
PJ Sangwan,12,1,2,0,0,0,0,0,0,3
PJ Sangwan,13,1,1,0,0,0,0,0,0,2
PJ Sangwan,14,0,0,0,0,0,0,0,0,0
PJ Sangwan,15,0,0,0,0,0,0,0,0,0
PJ Sangwan,16,6,1,1,0,0,0,0,1,9
PJ Sangwan,17,11,3,0,0,0,0,0,5,19
PJ Sangwan,18,2,3,1,0,0,0,0,1,7
PJ Sangwan,19,2,5,1,0,1,0,0,1,10
LH Ferguson,1,0,0,0,0,0,0,0,0,0
LH Ferguson,2,0,0,0,0,0,0,0,0,0
LH Ferguson,3,0,0,0,0,0,0,0,0,0
LH Ferguson,4,0,0,0,0,0,0,0,0,0
LH Ferguson,5,0,0,0,0,0,0,0,0,0
LH Ferguson,6,0,0,0,0,0,0,0,0,0
LH Ferguson,7,0,0,0,0,0,0,0,0,0
LH Ferguson,8,0,0,0,0,0,0,0,0,0
LH Ferguson,9,0,0,0,0,0,0,0,0,0
LH Ferguson,10,0,0,0,0,0,0,0,0,0
LH Ferguson,11,0,0,0,0,0,0,0,0,0
LH Ferguson,12,0,0,0,0,0,0,0,0,0
LH Ferguson,13,0,0,0,0,0,0,0,0,0
LH Ferguson,14,0,0,0,0,0,0,0,0,0
LH Ferguson,15,3,1,1,0,0,0,0,0,5
LH Ferguson,16,1,3,1,0,2,0,0,0,7
LH Ferguson,17,2,5,1,0,2,0,0,0,10
LH Ferguson,18,6,4,1,0,2,0,2,1,16
LH Ferguson,19,2,6,2,0,0,0,0,2,12
AS Joseph,1,0,0,0,0,0,0,0,0,0
AS Joseph,2,0,0,0,0,0,0,0,0,0
AS Joseph,3,0,0,0,0,0,0,0,0,0
AS Joseph,4,0,0,0,0,0,0,0,0,0
AS Joseph,5,0,0,0,0,0,0,0,0,0
AS Joseph,6,0,0,0,0,0,0,0,0,0
AS Joseph,7,0,0,0,0,0,0,0,0,0
AS Joseph,8,0,0,0,0,0,0,0,0,0
AS Joseph,9,0,0,0,0,0,0,0,0,0
AS Joseph,10,0,0,0,0,0,0,0,0,0
AS Joseph,11,0,0,0,0,0,0,0,0,0
AS Joseph,12,0,0,0,0,0,0,0,0,0
AS Joseph,13,0,0,0,0,0,0,0,0,0
AS Joseph,14,0,0,0,0,0,0,0,0,0
AS Joseph,15,1,0,0,0,1,0,0,0,2
AS Joseph,16,1,1,0,0,0,0,0,0,2
AS Joseph,17,2,1,1,0,1,0,0,0,5
AS Joseph,18,3,2,0,0,0,0,0,1,6
AS Joseph,19,1,4,1,0,0,0,0,0,6
KK Nair,1,25,13,4,2,7,0,1,0,52
KK Nair,2,39,17,6,0,16,0,1,3,82
KK Nair,3,29,24,1,0,11,0,2,3,70
KK Nair,4,52,21,4,1,25,1,4,3,111
KK Nair,5,49,16,3,0,11,0,2,9,90
KK Nair,6,33,35,3,0,9,0,2,4,86
KK Nair,7,42,34,3,0,7,0,2,7,95
KK Nair,8,13,38,4,0,8,0,1,0,64
KK Nair,9,21,35,9,0,6,0,1,3,75
KK Nair,10,19,26,13,0,6,0,2,1,67
KK Nair,11,16,29,5,0,5,0,3,3,61
KK Nair,12,25,30,3,0,9,0,1,4,72
KK Nair,13,15,26,4,0,7,0,2,4,58
KK Nair,14,26,22,4,0,7,0,1,5,65
KK Nair,15,12,22,5,0,5,0,2,3,49
KK Nair,16,14,12,6,0,6,0,7,3,48
KK Nair,17,9,14,2,1,7,0,1,3,37
KK Nair,18,10,6,2,1,3,0,4,4,30
KK Nair,19,2,3,1,0,3,0,0,2,11
DJ Mitchell,1,0,0,0,0,0,0,0,0,0
DJ Mitchell,2,0,0,0,0,0,0,0,0,0
DJ Mitchell,3,0,0,0,0,0,0,0,0,0
DJ Mitchell,4,5,0,0,0,0,0,0,0,5
DJ Mitchell,5,0,0,0,0,0,0,0,0,0
DJ Mitchell,6,0,2,1,0,0,0,0,0,3
DJ Mitchell,7,3,1,1,0,0,0,0,0,5
DJ Mitchell,8,1,3,0,0,0,0,0,0,4
DJ Mitchell,9,0,4,0,0,1,0,0,0,5
DJ Mitchell,10,0,3,0,0,0,0,0,0,3
DJ Mitchell,11,1,4,0,0,0,0,0,0,5
DJ Mitchell,12,2,4,0,0,0,0,0,0,6
DJ Mitchell,13,3,4,0,0,0,0,0,0,7
DJ Mitchell,14,3,0,0,0,0,0,0,2,5
A Manohar,1,0,2,0,0,0,0,0,0,2
A Manohar,2,3,1,0,0,2,0,0,0,6
A Manohar,3,3,1,0,0,0,0,0,1,5
A Manohar,4,0,0,0,0,0,0,0,0,0
A Manohar,5,0,0,0,0,0,0,0,0,0
A Manohar,6,1,1,0,0,0,0,0,0,2
A Manohar,7,1,2,0,0,1,0,0,0,4
A Manohar,8,2,1,0,0,0,0,0,0,3
A Manohar,9,0,2,0,0,0,0,0,0,2
A Manohar,10,2,1,0,0,1,0,0,0,4
A Manohar,11,0,2,1,0,0,0,0,0,3
A Manohar,12,0,2,0,0,1,0,1,0,4
A Manohar,13,0,2,0,0,1,0,0,0,3
A Manohar,14,2,2,0,0,2,0,0,0,6
A Manohar,15,8,2,0,0,1,0,1,2,14
A Manohar,16,1,1,0,0,1,0,0,0,3
A Manohar,17,2,2,0,0,1,0,1,0,6
A Manohar,18,3,4,1,0,1,0,0,1,10
A Manohar,19,2,2,0,0,2,0,0,2,8
M Prasidh Krishna,1,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,2,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,3,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,4,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,5,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,6,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,7,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,8,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,9,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,10,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,11,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,12,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,13,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,14,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,15,0,0,0,0,0,0,0,0,0
M Prasidh Krishna,16,3,1,0,0,0,0,0,1,5
M Prasidh Krishna,17,6,4,0,0,0,0,0,0,10
M Prasidh Krishna,18,4,2,0,0,0,0,0,1,7
M Prasidh Krishna,19,2,2,0,0,0,0,0,0,4
SS Prabhudessai,1,0,0,0,0,0,0,0,0,0
SS Prabhudessai,2,3,1,0,0,0,0,0,0,4
SS Prabhudessai,3,1,0,0,0,0,0,0,0,1
SS Prabhudessai,4,0,0,0,0,0,0,0,0,0
SS Prabhudessai,5,4,3,0,0,1,0,0,0,8
SS Prabhudessai,6,9,4,0,1,0,0,1,0,15
SS Prabhudessai,7,4,3,0,1,1,0,0,1,10
SS Prabhudessai,8,1,1,1,0,1,0,0,1,5
SS Prabhudessai,9,1,2,0,0,3,0,0,1,7
SS Prabhudessai,10,4,2,0,0,1,0,1,0,8
SS Prabhudessai,11,2,3,0,0,0,0,0,1,6
SS Prabhudessai,12,2,0,0,0,0,0,0,1,3
MK Pandey,1,64,27,3,0,16,0,0,1,111
MK Pandey,2,84,39,9,1,18,0,2,5,158
MK Pandey,3,84,46,7,2,28,1,4,3,175
MK Pandey,4,112,55,16,1,41,0,10,13,248
MK Pandey,5,91,73,8,0,26,2,6,2,208
MK Pandey,6,95,107,6,1,10,0,10,6,235
MK Pandey,7,79,108,8,1,17,0,7,7,227
MK Pandey,8,75,93,21,0,10,0,9,8,216
MK Pandey,9,51,108,19,0,4,0,5,4,191
MK Pandey,10,60,96,17,1,18,0,7,7,206
MK Pandey,11,62,92,12,0,14,0,4,11,195
MK Pandey,12,43,80,13,1,17,0,6,7,167
MK Pandey,13,42,76,5,1,17,0,4,8,153
MK Pandey,14,34,57,10,0,21,0,5,4,131
MK Pandey,15,35,51,17,0,9,0,4,5,121
MK Pandey,16,38,56,9,0,13,0,9,7,132
MK Pandey,17,23,47,9,0,7,0,4,8,98
MK Pandey,18,16,31,10,0,10,0,3,4,74
MK Pandey,19,16,16,7,0,9,0,6,6,60
JD Unadkat,1,0,0,0,0,0,0,0,0,0
JD Unadkat,2,0,0,0,0,0,0,0,0,0
JD Unadkat,3,0,0,0,0,0,0,0,0,0
JD Unadkat,4,0,0,0,0,0,0,0,0,0
JD Unadkat,5,0,0,0,0,0,0,0,0,0
JD Unadkat,6,0,0,0,0,0,0,0,0,0
JD Unadkat,7,0,0,0,0,0,0,0,0,0
JD Unadkat,8,0,0,0,0,0,0,0,0,0
JD Unadkat,9,0,0,0,0,0,0,0,0,0
JD Unadkat,10,1,2,0,0,0,0,0,0,3
JD Unadkat,11,1,0,0,0,1,0,0,1,3
JD Unadkat,12,0,0,0,0,0,0,0,0,0
JD Unadkat,13,0,3,0,0,0,0,0,0,3
JD Unadkat,14,9,4,0,0,1,0,1,0,15
JD Unadkat,15,9,4,4,0,3,0,0,0,20
JD Unadkat,16,5,9,1,0,1,0,1,0,17
JD Unadkat,17,10,13,3,0,3,0,1,1,31
JD Unadkat,18,7,7,2,0,2,0,1,3,22
JD Unadkat,19,12,8,3,0,2,0,2,6,33
Anuj Rawat,1,8,1,0,1,2,0,2,2,16
Anuj Rawat,2,4,3,1,0,1,0,1,0,10
Anuj Rawat,3,11,5,0,0,1,0,0,1,18
Anuj Rawat,4,7,5,0,0,1,0,0,0,13
Anuj Rawat,5,7,3,2,0,2,0,0,1,15
Anuj Rawat,6,4,3,1,0,0,0,1,1,10
Anuj Rawat,7,1,4,0,0,0,0,0,1,6
Anuj Rawat,8,0,1,0,0,0,0,0,0,1
Anuj Rawat,9,1,2,0,0,0,0,0,0,3
Anuj Rawat,10,1,1,0,0,1,0,0,0,3
Anuj Rawat,11,0,0,0,0,1,0,1,0,2
Anuj Rawat,12,1,2,0,0,0,0,0,0,3
Anuj Rawat,13,0,2,0,0,0,0,0,0,2
Anuj Rawat,14,0,1,0,0,0,0,0,0,1
Anuj Rawat,15,2,2,0,0,0,0,1,0,5
Anuj Rawat,16,2,0,0,0,0,0,1,0,3
Yash Dayal,1,0,0,0,0,0,0,0,0,0
Yash Dayal,2,0,0,0,0,0,0,0,0,0
Yash Dayal,3,0,0,0,0,0,0,0,0,0
Yash Dayal,4,0,0,0,0,0,0,0,0,0
